窗口起始,窗口终止,日收益波动率,实现波动率_46日,最大单日绝对收益,平均绝对日收益,累计收益率,价格区间比例,朴素上一日基准_RMSE
2017-09-27,2017-11-29,0.013956259848949699,0.09465595962581887,0.03201541262236437,0.010935236779694798,0.07414515003489175,0.14706908583391487,0.8433860326090308
2017-09-28,2017-11-30,0.013955247349965784,0.09464909252360237,0.03201541262236437,0.01100229785066942,0.07927361620394624,0.14719748559455212,0.8376117706078817
2017-09-29,2017-12-01,0.014225078515062632,0.09647917652502036,0.03201541262236437,0.011291719138154844,0.1222359808950999,0.14912435874756766,0.8713769712856527
2017-10-02,2017-12-04,0.014385535299639436,0.09756744738605148,0.03201541262236437,0.011452554144143638,0.11414303549134996,0.1503477795612627,0.8913765612315843
2017-10-03,2017-12-05,0.01448856390804324,0.09826622140594828,0.03201541262236437,0.011581813094955687,0.10768126346015783,0.15129217516152188,0.9083178432398139
2017-10-04,2017-12-06,0.014572537531808438,0.09883575823220266,0.03201541262236437,0.01176185675794419,0.09795479009687846,0.15123789020452097,0.9108082889008177
2017-10-05,2017-12-07,0.014278829549587146,0.09684373377809997,0.03201541262236437,0.011359979909008498,0.06948587471486234,0.14792068783997192,0.8647417307321105
2017-10-06,2017-12-08,0.014833390639106396,0.10060495008302099,0.03925226436879439,0.011715479165631836,0.13846982758620685,0.15140086206896552,0.94506728538927
2017-10-09,2017-12-11,0.015075910291147888,0.10224979839055912,0.03925226436879439,0.012151312630260142,0.1610184687107763,0.16101846871077632,0.9438128038417639
2017-10-10,2017-12-12,0.015197442559513946,0.10307407033821545,0.03925226436879439,0.012150232655423343,0.1292661361626879,0.14765694076038907,0.946279901600955
2017-10-11,2017-12-13,0.015900080851479457,0.10783959509310506,0.03925226436879439,0.012760596247598335,0.09867139061116026,0.1479185119574845,0.9776602504026597
2017-10-12,2017-12-14,0.01595795929955416,0.10823214582685887,0.03925226436879439,0.013004482516506578,0.1127659574468085,0.14804964539007096,0.9836190938260249
2017-10-13,2017-12-15,0.015867127055755072,0.10761609157630579,0.03925226436879439,0.012716287909778039,0.09597902097902078,0.13531468531468535,0.98364561486959
2017-10-16,2017-12-18,0.01579003431781312,0.10709322318828086,0.03925226436879439,0.012512629437084906,0.08598066298342544,0.1336325966850829,0.9770385600507723
